Data set #1
9 20 98
3 63 99

Data set #46
9 4
4 31
2 51
0 98
7 3 5
4 7 13
5 9 17
4 14 25
8 0 26
7 10 32
6 27 34
6 2 36
7 15 41
2 37 44
1 42 45
1 24 47
1 20 49
7 1 50
4 22 52
2 29 54
8 58 59
9 28 60
4 56 61
7 35 62
0 66 67
6 11 69
5 48 70
4 53 71
2 63 72
1 19 73
8 55 74
6 68 75
4 6 76
3 8 77
2 33 78
1 43 80
5 46 82
4 65 83
9 18 84
5 30 85
4 79 86
5 40 88
0 87 89
7 12 90
8 81 91
9 23 92
5 38 93
1 16 94
0 21 95
3 64 96
4 57 97
8 39 99

Data set #47
6 2
8 22
4 27
0 31
0 0 4
7 1 8
1 7 24
1 28 29
1 14 30
4 9 32
6 6 40
8 39 41
4 12 44
0 3 46
1 5 47
0 10 48
7 45 54
4 21 56
5 20 58
1 23 59
3 26 61
3 55 62
5 60 63
5 50 64
2 38 66
1 37 67
6 35 69
1 13 70
2 16 73
6 43 74
7 49 75
1 18 76
8 15 77
3 19 79
6 36 80
0 34 82
5 53 83
5 11 84
0 81 85
1 65 86
5 51 88
1 52 89
1 72 90
0 25 91
0 87 92
0 71 93
2 17 94
7 33 95
2 42 96
0 68 97
5 78 98
5 57 99

Data set #48
4 18
2 23
7 63
6 65
7 2 27
3 10 28
3 12 29
6 33 34
7 38 40
5 17 41
5 1 42
3 25 43
1 20 45
4 11 50
8 6 53
9 52 54
9 37 55
0 48 56
9 51 57
3 16 58
7 35 59
0 21 60
3 46 61
1 13 62
7 3 64
0 44 66
3 5 68
4 7 69
0 8 71
7 4 73
4 22 74
4 39 75
5 32 77
2 14 78
2 19 80
4 9 81
5 47 83
1 36 85
9 15 86
2 82 87
4 67 88
9 30 89
5 84 90
6 26 91
2 76 92
5 79 93
0 0 94
8 49 95
1 72 96
0 31 97
4 70 98
5 24 99

Data set #49
2 16
4 45
5 73
8 97
7 1 3
7 11 22
3 6 27
9 2 30
7 9 31
4 19 34
1 36 38
7 33 42
8 23 49
8 29 50
8 8 51
9 43 52
9 25 54
0 47 55
5 35 56
0 7 57
6 21 60
0 46 61
5 10 62
3 26 64
9 53 65
3 24 66
5 37 67
9 12 69
9 18 70
6 32 71
9 39 72
0 0 74
0 59 75
5 41 76
0 63 77
6 17 78
6 44 80
6 48 81
6 40 82
9 28 84
7 68 86
2 5 88
6 87 89
0 15 90
1 79 91
8 20 92
5 83 93
9 13 94
8 14 95
9 58 96
4 4 98
5 85 99

Data set #50
4 13
0 37
9 48
8 58
3 76
5 84
7 14 15
8 17 21
7 10 24
1 0 29
0 18 32
8 16 34
8 9 38
2 19 39
2 27 40
0 20 49
9 41 50
7 43 53
8 23 54
0 36 55
2 30 56
9 22 57
3 6 59
6 35 60
6 44 62
0 3 64
2 1 66
2 12 67
1 4 68
8 65 69
4 7 70
3 52 71
9 42 73
2 74 75
3 11 77
6 2 78
3 79 81
6 51 82
3 63 83
2 5 85
8 31 86
3 61 87
1 26 88
3 25 89
3 33 90
7 80 91
7 28 93
3 72 94
5 92 95
8 8 96
7 46 97
5 47 98
3 45 99

Data set #51
7 2
3 24
5 55
6 99
6 9 10
5 5 12
6 7 26
8 15 32
5 8 38
0 19 39
5 3 40
6 14 44
6 34 48
4 29 49
8 42 50
7 51 52
3 45 54
2 33 57
7 21 58
1 43 60
6 6 61
8 25 62
7 13 63
8 20 64
1 0 65
0 67 68
5 18 69
1 31 70
8 36 71
5 11 72
5 56 73
3 47 75
1 1 76
0 23 77
6 74 79
0 53 80
4 35 81
4 37 82
2 78 84
6 16 85
7 46 86
5 83 87
2 27 88
8 66 90
5 89 91
6 4 92
7 59 93
7 17 94
1 28 95
1 41 96
3 30 97
1 22 98

Data set #52
3 41
2 52
9 77
4 87
2 5 11
8 9 15
1 18 23
5 24 25
4 0 27
3 1 29
2 7 30
2 13 31
0 20 35
4 22 44
6 33 48
5 12 49
7 47 50
2 46 53
1 40 56
2 55 57
1 19 58
7 16 59
8 43 60
3 54 61
3 32 65
0 4 66
2 26 70
0 21 71
9 45 72
2 36 74
3 67 75
5 14 76
4 39 78
4 42 80
9 6 81
2 3 82
9 2 83
4 62 84
6 37 85
7 69 86
3 79 88
9 17 89
2 8 90
0 73 91
3 64 92
8 63 93
9 10 94
2 68 95
2 34 96
8 28 97
9 51 98
7 38 99

Data set #53
3 2
6 16
1 78
2 88
9 4 15
9 0 18
7 3 24
4 17 29
7 13 34
9 12 36
4 30 37
9 40 44
5 19 46
7 27 47
0 39 50
1 9 55
9 42 58
6 43 60
7 6 61
9 25 62
1 33 63
9 8 64
6 49 65
4 7 66
9 52 67
9 45 68
9 54 69
1 48 70
5 35 71
1 32 72
2 51 73
9 11 74
1 10 75
7 23 76
7 22 80
1 79 81
9 53 82
9 59 83
9 20 84
9 57 85
1 38 86
2 26 87
0 56 90
9 1 91
1 21 92
9 14 93
4 41 94
3 89 95
9 5 96
8 31 97
8 28 98
9 77 99

Data set #54
3 31
2 37
7 5 15
6 9 21
0 13 24
1 10 27
7 20 28
0 25 30
0 0 36
1 4 38
4 18 43
7 1 44
9 23 54
2 22 55
9 14 56
9 57 59
4 41 60
2 3 61
5 34 62
4 7 64
2 19 65
9 48 66
7 63 67
3 16 68
2 6 70
8 39 71
7 29 72
4 49 73
9 50 74
8 42 75
2 45 76
0 47 77
9 32 78
8 46 80
0 35 81
5 2 82
8 33 83
0 26 84
8 40 85
0 11 86
6 69 87
0 52 88
8 51 89
2 53 90
8 12 91
0 17 94
1 79 95
9 8 96
7 93 97
5 58 98
5 92 99

Data set #55
6 4
1 24
5 76
8 87
9 5 12
6 2 17
6 9 26
2 7 28
2 10 30
6 31 32
2 25 37
4 36 38
4 18 40
3 20 42
6 3 43
8 22 46
6 27 47
6 11 48
6 49 50
2 21 54
2 0 55
1 35 56
2 8 57
9 13 58
2 39 62
0 60 65
1 59 68
6 1 69
0 29 70
6 6 71
5 51 72
6 33 73
0 61 74
6 41 77
9 19 78
0 53 80
8 67 81
6 14 82
2 23 83
7 52 84
9 45 85
2 75 86
2 15 89
7 34 90
6 44 91
4 66 92
6 16 94
6 63 95
7 88 96
6 79 97
7 93 98
2 64 99

Data set #56
6 16
7 49
4 73
8 80
2 6 21
0 11 23
7 8 29
6 7 31
2 14 35
6 1 36
9 19 38
0 5 39
7 2 42
1 27 47
7 41 48
2 33 53
3 45 54
0 13 56
4 46 57
3 55 59
5 10 60
6 9 61
2 51 62
1 30 64
1 4 65
4 3 66
4 28 67
4 18 68
2 50 69
5 12 70
1 43 71
8 34 74
9 15 75
4 40 76
0 24 77
0 0 78
3 25 81
5 26 82
0 37 86
2 44 87
0 20 88
2 58 89
5 32 90
7 22 91
3 63 92
4 79 93
2 83 94
1 17 95
6 52 96
6 85 97
4 72 98
4 84 99

Data set #57
2 4
9 23
8 53
7 73
4 82
0 87
6 15 19
5 18 25
2 17 30
9 27 33
2 1 35
9 3 36
4 10 37
7 32 38
2 13 40
4 34 41
9 8 43
6 44 46
9 5 51
4 42 55
8 0 57
9 29 58
2 50 59
6 6 61
4 47 62
9 9 67
9 39 69
5 21 70
0 52 71
4 64 72
4 22 74
5 12 75
8 2 76
8 60 77
8 26 78
4 49 79
4 48 80
9 14 81
4 63 83
7 56 84
8 20 85
4 7 88
9 68 89
9 11 90
5 16 91
7 45 92
6 24 93
2 28 94
9 86 95
4 65 96
8 66 97
6 54 98
4 31 99

Data set #58
0 28
8 38
5 1 3
4 9 11
2 7 18
5 0 26
2 5 33
2 27 34
3 4 37
3 19 41
4 10 42
1 46 50
2 24 52
5 53 55
2 40 56
2 12 58
1 49 60
2 14 62
8 22 63
6 16 65
4 15 66
6 59 68
3 67 69
6 61 72
7 36 73
2 35 74
6 51 75
7 64 76
7 20 77
3 25 78
2 2 79
3 8 80
5 30 81
8 39 82
8 29 83
8 47 84
2 57 85
8 31 86
8 32 87
3 6 88
2 21 89
3 43 90
3 48 91
3 13 92
6 54 93
8 45 94
7 44 95
3 70 96
8 71 97
6 17 98
2 23 99

Data set #59
3 12
4 18
8 0 7
2 5 24
9 25 32
1 29 35
0 8 37
9 2 39
9 22 44
2 15 46
9 28 49
1 42 51
8 13 52
2 36 57
7 9 59
3 58 60
5 33 61
0 62 63
5 48 64
2 55 65
8 54 66
1 43 67
3 21 68
2 34 69
8 20 70
8 50 71
9 11 72
2 4 74
5 41 75
0 31 76
0 40 77
1 53 78
3 1 80
9 73 82
9 81 83
8 79 84
3 47 85
2 19 86
1 26 87
2 23 88
9 45 89
0 27 90
9 14 91
2 16 92
3 6 93
3 17 94
8 38 95
7 3 96
2 56 97
1 10 98
0 30 99

Data set #60
2 15
5 23
5 7 18
0 6 22
1 14 34
0 25 38
3 30 39
0 10 41
1 36 42
7 4 43
3 3 44
7 26 46
6 0 47
7 16 50
0 12 53
3 33 54
5 55 58
4 52 60
0 21 61
0 49 62
3 31 63
3 51 64
1 8 65
0 35 68
7 48 69
7 9 70
5 57 71
1 11 72
0 5 73
0 27 74
5 59 76
9 19 77
5 13 79
6 24 80
9 45 81
7 20 82
4 66 83
7 78 84
7 56 85
3 37 86
1 2 87
1 1 88
3 29 89
8 32 91
1 67 92
5 28 94
3 40 95
3 75 96
7 93 97
6 17 98
0 90 99

Data set #61
0 60
1 68
4 89
5 99
6 0 2
6 12 18
6 4 20
0 21 25
1 8 28
6 6 29
9 26 30
9 11 42
6 13 44
2 33 47
4 43 49
9 51 52
9 27 56
0 23 57
7 37 58
8 10 59
9 61 62
8 40 63
7 55 64
1 48 65
9 46 66
9 54 67
5 22 69
3 35 70
7 50 71
7 19 72
5 15 73
9 38 76
9 32 77
1 14 78
8 7 79
9 74 80
0 5 81
2 1 82
4 17 83
6 45 84
4 39 85
3 31 86
8 24 87
1 53 88
3 36 90
6 9 91
2 75 92
7 16 93
1 41 95
6 94 96
1 34 97
6 3 98

Data set #62
5 26
2 43
6 49
3 63
9 2 10
9 12 14
8 0 16
2 4 29
9 11 30
9 6 32
8 25 35
6 20 46
1 38 50
1 13 51
9 48 53
7 17 54
7 31 55
7 45 57
2 8 58
8 40 59
9 52 60
6 22 61
1 33 64
9 9 66
6 3 67
1 68 70
6 39 71
9 41 72
8 62 74
6 21 75
0 15 76
8 28 77
6 24 78
4 1 79
9 65 80
4 73 81
9 56 82
4 7 83
6 5 84
8 19 86
0 47 87
4 34 88
1 44 89
9 37 90
6 69 91
9 27 92
9 42 93
4 36 95
0 23 96
6 85 97
9 94 98
9 18 99

Data set #63
0 54
1 99
2 0 7
7 16 19
4 24 25
4 6 31
8 10 32
0 28 36
6 37 38
2 41 44
0 30 46
0 17 47
2 2 49
5 1 50
0 48 51
5 39 53
1 45 56
8 29 57
0 35 59
5 40 61
2 33 62
2 8 64
5 23 65
1 15 66
6 55 67
7 58 68
9 12 71
1 69 72
3 70 73
1 14 74
0 3 77
1 27 78
5 21 79
1 60 80
9 34 81
9 52 82
9 42 83
2 43 84
3 5 85
1 75 86
9 63 87
4 76 88
7 9 89
0 18 90
8 26 91
9 13 92
7 4 93
1 11 95
7 20 96
5 94 97
6 22 98

Data set #64
6 13
1 15
4 65
0 76
6 3 12
8 2 16
7 8 20
8 34 37
8 10 39
3 6 41
6 35 42
1 27 44
7 18 47
4 36 48
6 33 49
3 46 51
3 40 52
2 14 54
9 25 55
6 23 58
3 50 60
5 4 61
7 11 62
3 31 64
2 19 66
2 5 69
2 56 70
9 9 71
8 59 72
3 21 73
2 45 74
1 38 75
3 32 77
4 29 78
8 53 79
4 17 80
9 43 81
4 67 83
0 57 84
3 30 85
6 26 86
1 1 88
9 24 90
3 28 91
1 89 92
9 0 93
1 87 94
6 7 95
3 63 96
4 82 97
5 22 98
2 68 99

Data set #65
2 23
0 39
5 57
6 63
1 78
7 87
1 3 8
3 4 9
2 0 24
4 12 29
3 1 31
3 21 35
2 11 38
7 34 41
2 44 47
7 22 49
6 6 50
0 20 52
0 17 53
5 51 54
8 7 55
5 37 58
4 32 59
6 28 60
3 56 62
7 25 64
0 2 65
2 46 67
5 66 68
5 61 69
4 13 70
6 10 71
2 27 72
3 26 73
5 40 74
2 5 77
7 18 79
3 80 81
3 14 84
9 16 85
8 83 86
1 33 88
0 36 89
2 48 90
7 75 91
9 15 92
7 43 93
0 82 94
7 19 95
2 42 96
3 76 97
4 45 98
4 30 99

Data set #66
8 19
1 34
9 71
3 91
6 8 10
8 0 17
9 13 40
2 24 41
7 35 46
8 30 47
8 5 49
2 33 51
0 25 52
9 3 54
4 39 55
8 16 56
8 2 57
9 53 59
6 29 60
3 36 61
9 23 62
4 43 64
8 6 65
5 32 67
7 37 68
4 63 69
1 7 70
6 42 72
5 1 73
0 21 74
9 28 75
4 66 76
4 38 77
6 48 78
9 20 79
0 15 80
7 9 82
9 4 83
2 31 84
9 12 85
2 14 86
6 58 87
6 50 89
2 11 90
4 22 92
0 44 93
6 18 94
9 45 95
1 88 96
0 26 97
0 81 98
7 27 99

Data set #67
3 15
0 26
8 34
2 37
4 93
1 95
0 7 10
5 11 23
9 1 28
5 0 35
3 36 40
0 30 41
8 31 43
9 33 44
0 4 45
7 27 46
9 3 47
7 19 51
3 2 53
8 17 55
1 42 59
0 14 60
5 50 61
8 20 63
9 5 64
5 54 65
3 21 67
7 48 68
6 25 70
5 38 71
1 6 74
4 73 75
6 24 76
7 18 77
8 62 78
6 9 79
6 72 81
1 16 82
0 52 83
7 22 84
8 12 85
8 69 86
0 13 87
3 8 88
0 57 89
9 58 90
5 56 91
6 49 92
9 32 94
1 29 96
7 66 97
8 39 98
7 80 99

Data set #68
0 8
2 17
9 32
8 99
5 14 18
7 15 22
9 4 23
3 19 24
4 26 31
3 30 33
1 27 35
0 25 40
3 29 43
1 20 44
7 0 52
2 11 53
6 46 54
2 47 55
7 37 58
4 48 59
0 10 61
5 9 62
4 38 65
2 36 66
0 34 67
7 1 68
2 28 69
4 5 70
6 3 71
2 41 72
2 45 73
4 16 74
2 21 75
0 50 76
0 49 78
6 42 79
5 7 80
3 51 81
8 64 82
2 63 83
8 13 84
2 77 85
9 12 87
4 60 88
9 56 89
6 57 92
1 90 93
9 86 94
4 6 95
1 91 96
8 2 97
0 39 98

Data set #69
9 31
0 63
8 64
6 74
2 78
1 95
7 1 7
5 8 13
7 10 22
0 17 28
0 18 29
6 30 40
9 4 42
8 23 44
5 9 48
6 16 49
5 15 50
4 2 51
9 5 53
4 24 54
3 37 55
6 32 57
4 12 58
5 45 59
9 41 60
5 20 61
0 6 62
0 26 65
7 14 66
1 11 69
3 43 70
9 3 72
0 71 73
2 52 76
5 47 79
0 35 80
0 36 81
0 25 82
6 68 83
0 0 84
5 77 85
1 56 86
4 75 87
5 38 88
3 33 89
4 21 90
0 34 92
5 39 93
0 46 94
8 91 96
9 27 97
8 19 98
7 67 99

Data set #70
4 25
7 80
6 91
5 95
0 0 14
8 13 21
0 17 30
9 12 32
3 23 36
4 20 42
6 28 45
3 26 46
6 18 51
4 50 52
8 27 54
4 5 55
4 22 56
4 19 58
5 48 59
4 29 60
8 41 61
3 9 62
8 15 63
2 16 64
3 1 66
2 31 67
4 47 68
1 40 69
8 57 71
2 39 72
3 3 73
2 6 74
1 24 76
0 37 77
4 65 78
4 44 81
9 35 82
1 33 83
4 11 84
2 49 85
6 8 86
0 43 87
4 53 88
0 70 89
3 2 90
2 34 92
2 75 93
9 10 94
7 38 96
2 7 97
0 4 98
6 79 99

Data set #71
4 35
0 37
3 46
6 57
6 3 5
2 6 12
4 1 13
2 9 20
7 21 25
0 31 40
7 7 43
4 38 47
0 45 48
6 22 53
7 41 56
4 17 58
9 39 59
8 36 60
2 52 61
1 2 62
6 44 63
0 23 64
1 32 65
6 0 66
7 11 67
7 42 70
1 51 71
1 16 72
4 27 73
0 15 74
1 30 75
2 54 77
1 69 78
9 19 79
5 49 80
0 34 81
3 14 83
1 26 84
8 68 85
2 33 86
2 24 88
9 29 89
2 50 90
6 76 91
9 18 92
7 87 93
5 4 94
5 28 95
8 10 96
0 55 97
3 8 98
2 82 99

Data set #72
6 28
9 52
7 86
1 90
8 2 11
5 9 15
2 3 20
2 19 27
1 0 29
3 8 31
5 26 32
1 39 40
0 4 43
8 44 51
8 41 53
3 33 54
3 24 56
8 17 57
8 14 58
2 10 60
4 16 61
3 25 62
0 35 63
1 12 64
4 6 66
6 21 67
7 59 68
3 49 69
1 37 70
5 46 71
5 45 72
4 34 73
7 7 75
0 30 76
3 47 77
0 42 78
4 55 80
0 50 81
8 18 82
3 23 83
3 84 85
1 48 88
4 13 89
4 38 91
2 79 92
1 5 93
3 1 94
2 65 95
7 22 96
2 87 97
0 36 98
0 74 99

Data set #73
3 5
6 70
1 79
5 90
8 6 14
7 1 16
6 10 17
2 0 19
0 4 20
2 22 24
4 28 33
0 40 42
9 2 44
0 23 45
2 3 48
2 31 49
5 50 51
4 34 55
9 56 57
0 43 58
3 9 61
0 13 62
0 21 63
0 54 64
0 46 65
2 36 67
0 37 68
6 32 69
2 53 71
2 30 74
6 47 75
9 25 76
2 38 77
3 59 78
9 18 80
2 27 81
6 72 82
2 15 84
6 60 85
6 12 86
9 66 87
9 39 88
6 11 89
2 83 91
2 52 92
2 7 93
2 8 94
6 29 95
9 41 96
9 26 97
0 73 98
2 35 99

Data set #74
6 19
3 77
1 83
4 97
9 0 13
9 21 23
8 9 29
3 14 31
9 28 33
4 34 35
3 27 39
9 17 42
2 15 47
8 22 48
9 30 49
8 44 50
1 43 52
7 4 53
8 20 54
0 58 59
4 1 60
4 3 62
9 11 63
3 7 67
8 45 68
8 37 69
9 6 70
7 56 72
9 5 73
5 32 74
9 55 75
8 24 76
4 41 78
6 61 79
8 46 80
3 36 81
9 71 82
7 38 84
8 8 85
8 2 86
2 12 87
2 57 88
3 26 89
4 51 90
9 16 91
0 25 92
6 65 93
8 18 94
5 66 95
2 10 96
9 40 98
9 64 99

Data set #75
7 11
4 67
1 89
2 93
0 0 7
4 1 16
0 10 17
0 14 30
2 20 32
8 21 36
5 4 37
7 42 43
9 41 44
9 31 49
2 22 50
3 25 51
7 5 52
6 3 56
0 33 59
1 58 60
0 40 61
8 34 62
0 48 63
7 54 64
9 38 65
9 8 66
0 15 68
2 24 69
0 53 70
8 23 71
8 46 72
2 9 76
0 55 77
0 2 78
6 47 79
1 13 80
8 29 81
5 19 82
5 39 83
1 26 84
0 27 85
8 73 86
7 35 88
1 75 90
4 74 91
8 12 92
4 45 94
4 87 95
2 6 96
1 28 97
2 57 98
5 18 99

Data set #76
9 1
7 56
4 66
2 87
9 2 5
5 8 10
8 3 19
9 17 21
1 22 27
1 25 28
8 18 33
7 6 37
0 16 38
0 7 39
7 13 40
1 32 42
1 31 44
1 15 46
9 41 49
4 23 51
0 48 57
9 52 58
5 24 60
2 45 61
1 34 64
9 4 67
9 36 68
7 55 69
6 30 70
9 62 71
5 12 72
4 53 74
0 65 76
3 47 77
1 26 78
9 63 79
7 80 81
1 50 82
1 11 83
1 29 85
5 73 86
1 43 88
9 84 89
0 0 91
3 14 92
0 90 93
9 20 94
7 9 95
9 35 96
1 59 97
4 54 98
2 75 99

Data set #77
4 17
1 76
3 0 7
8 14 27
3 10 29
3 12 30
7 21 32
9 33 34
7 2 35
9 18 41
0 11 42
9 13 46
7 15 48
0 4 52
7 5 53
5 49 54
9 37 56
7 55 57
4 40 58
0 50 60
4 25 61
9 20 62
9 6 63
3 9 64
9 44 65
0 19 66
3 45 67
9 38 68
3 3 70
2 22 73
2 26 74
9 23 77
0 8 78
6 72 80
8 75 81
0 31 82
0 36 84
2 59 85
0 69 87
8 83 88
5 47 89
2 51 90
9 39 91
0 43 92
0 24 93
6 28 94
2 1 95
7 16 96
7 79 97
5 71 98
9 86 99

Data set #78
0 2
4 33
3 44
6 55
3 0 6
8 7 8
1 11 16
1 21 22
5 5 26
9 9 29
5 28 32
9 35 38
4 17 39
8 15 47
3 42 50
6 48 52
2 30 53
2 24 54
2 37 58
6 56 60
9 1 62
3 3 64
6 13 65
6 49 66
3 51 68
6 40 69
1 12 70
9 59 71
8 43 73
0 72 74
9 14 76
5 20 78
8 46 79
3 19 80
5 77 81
0 25 82
9 36 83
3 41 84
2 57 85
7 75 86
9 45 87
7 61 88
6 27 89
4 34 90
5 31 91
6 23 92
3 93 94
2 67 95
9 10 96
9 4 97
7 18 98
0 63 99

Data set #79
2 2
6 20
1 28
8 67
9 93
3 95
3 0 31
1 18 33
7 9 39
4 19 40
1 30 41
3 24 42
6 8 45
8 17 47
0 22 48
0 6 52
4 15 53
3 26 55
3 38 56
1 27 57
1 59 60
8 43 61
3 36 62
0 4 63
8 23 66
0 49 68
8 11 69
7 46 71
1 51 72
8 58 73
1 1 74
8 12 75
1 25 76
6 16 77
1 3 78
8 14 80
3 7 81
6 32 82
3 70 83
0 65 84
1 79 85
3 54 86
6 35 87
3 29 88
4 10 89
1 44 90
1 13 91
7 50 92
1 5 94
1 64 96
1 21 97
6 37 98
1 34 99

Data set #80
2 28
1 44
6 53
4 57
5 75
0 99
7 10 20
6 7 21
8 12 26
7 23 27
3 16 30
4 22 31
4 5 32
7 4 43
4 39 47
8 41 48
7 38 49
0 19 55
6 33 56
3 46 58
1 24 59
5 29 61
7 9 62
1 3 63
5 35 64
3 42 65
5 51 69
2 14 70
2 50 71
9 2 72
9 8 73
0 13 76
7 54 77
8 0 79
0 15 80
0 18 81
0 25 82
7 52 83
8 67 84
2 11 85
0 6 86
6 74 87
5 45 88
6 1 89
4 68 90
5 34 91
7 36 92
9 40 93
2 78 94
2 60 95
6 66 96
7 37 97
0 17 98

Data set #81
4 59
2 76
8 1 2
1 4 8
7 11 12
0 13 19
8 17 23
4 5 25
3 32 35
5 22 36
2 6 38
8 33 41
4 40 43
7 7 44
5 16 46
9 21 48
7 20 52
4 27 53
8 28 54
4 18 58
2 37 60
6 34 61
2 29 62
3 24 63
3 15 66
8 49 69
4 45 70
4 26 71
5 42 72
4 65 73
1 57 74
6 67 77
1 55 78
6 3 79
5 50 80
0 9 82
1 68 83
2 56 84
0 30 85
1 81 87
2 31 88
3 14 89
3 47 90
8 75 91
1 51 92
5 86 94
5 10 95
2 64 96
6 93 97
1 39 98
0 0 99

Data set #82
4 12
2 42
9 44
6 62
7 82
3 83
3 5 13
6 15 16
3 11 19
6 10 30
3 22 34
6 29 39
6 1 43
3 41 46
0 8 47
9 48 49
9 18 50
6 38 51
5 23 52
7 24 54
7 21 58
1 28 59
3 45 60
6 33 64
9 61 66
9 36 67
2 9 68
0 20 69
3 4 70
0 37 71
6 17 72
3 2 73
9 31 74
3 40 75
8 32 76
9 65 77
0 55 78
1 35 80
3 27 84
1 81 85
5 0 86
8 63 88
3 7 89
3 3 90
1 87 91
4 79 92
6 53 93
9 25 94
6 26 95
1 14 96
3 56 97
9 57 98
9 6 99

Data set #83
0 8
5 11
6 53
6 85
3 2 22
9 20 23
3 16 24
8 18 27
3 21 38
3 1 39
7 35 41
8 28 42
2 6 48
3 19 52
7 33 54
3 30 55
3 0 56
1 51 58
6 34 59
6 43 60
5 25 61
1 62 64
6 46 65
3 57 66
1 29 67
6 3 69
3 45 70
3 47 71
3 37 72
7 15 73
3 44 74
2 10 75
1 68 76
7 5 78
6 9 79
3 50 80
3 81 83
3 12 84
9 32 86
6 17 87
4 13 88
4 7 89
3 14 90
2 77 91
0 4 92
3 63 93
3 49 94
2 31 95
3 40 96
6 36 97
6 82 98
2 26 99

Data set #84
8 8
9 16
5 22
4 72
0 75
6 77
8 12 21
0 6 25
5 11 26
3 4 34
7 31 38
3 29 41
3 3 42
0 32 44
4 0 46
2 23 47
1 18 48
7 36 51
5 13 54
6 53 55
9 40 56
1 28 57
3 39 58
3 9 60
4 20 61
9 10 62
5 33 63
5 37 65
1 30 67
9 15 69
8 17 70
8 19 71
3 49 76
7 50 78
8 2 79
0 27 80
7 35 81
0 73 84
1 59 85
5 1 86
3 83 87
2 64 88
8 24 89
1 7 90
1 45 91
6 66 92
0 68 93
8 5 94
7 52 95
8 82 96
1 74 97
2 43 98
0 14 99

Data set #85
9 41
8 47
4 67
0 76
9 4 5
4 2 13
9 15 17
0 16 19
8 12 20
4 8 25
1 28 29
1 14 30
4 31 33
8 7 36
4 22 38
1 18 46
8 26 48
1 6 51
9 10 52
9 3 55
1 45 56
4 21 58
7 42 61
7 49 63
8 59 65
2 27 66
4 34 68
4 60 69
9 39 70
1 35 71
7 37 72
5 50 73
5 9 75
1 64 77
1 23 78
0 53 79
7 24 81
1 82 85
4 57 86
4 74 87
0 43 88
0 54 89
8 0 90
9 1 91
8 11 92
2 44 93
0 40 94
0 62 95
1 32 96
3 80 97
7 83 98
8 84 99

Data set #86
3 27
6 32
2 46
0 65
7 3 16
9 14 23
8 1 25
8 15 31
9 9 35
1 4 38
7 8 40
5 19 41
1 2 42
2 13 43
2 39 44
5 0 45
5 29 48
2 21 53
1 36 54
7 52 57
2 47 59
5 6 60
7 51 61
0 33 62
9 22 63
0 30 64
7 20 66
9 12 68
0 56 71
4 69 73
9 37 75
7 7 76
3 24 77
5 55 78
7 26 79
4 17 80
7 67 81
2 50 82
3 58 83
7 28 84
9 49 87
3 5 88
2 70 89
7 86 90
3 34 91
2 74 92
7 18 93
3 10 95
3 72 96
4 94 97
4 11 98
0 85 99

Data set #87
4 41
9 43
7 44
1 68
8 2 9
6 15 16
9 20 30
3 17 33
6 8 39
0 0 42
0 3 45
1 14 46
6 32 47
5 1 49
0 25 51
0 26 53
0 40 54
3 35 55
3 28 56
3 18 57
4 38 58
4 4 61
0 27 62
2 12 63
0 7 64
1 59 67
0 65 70
0 22 71
8 11 74
8 60 75
0 31 76
8 66 78
1 69 79
3 10 80
8 24 81
8 50 82
8 77 83
8 73 84
0 36 86
0 34 87
0 5 88
9 23 89
0 19 90
1 13 91
6 6 92
0 72 93
5 85 94
8 29 95
0 21 96
7 48 97
4 37 98
8 52 99

Data set #88
5 3
8 11
9 50
7 79
8 1 13
6 7 15
2 0 23
3 24 31
5 8 32
8 35 40
3 16 41
9 9 46
2 6 48
7 4 49
2 33 51
2 39 52
3 12 53
2 37 55
3 30 56
1 10 57
9 25 58
4 17 61
7 26 63
1 28 65
7 21 67
5 54 68
9 42 71
2 69 72
8 38 73
7 43 74
6 47 75
6 29 76
6 44 77
5 18 78
2 36 81
4 5 82
7 80 84
3 20 85
4 64 86
2 14 87
5 66 88
4 19 89
4 60 90
5 83 91
2 62 92
3 45 93
9 27 94
2 22 95
6 2 96
9 59 97
6 34 98
6 70 99

Data set #89
3 0
5 9
0 35
4 66
4 7 12
7 18 19
3 3 21
9 6 23
7 13 25
3 8 27
2 30 31
0 16 36
2 20 37
6 2 40
0 33 42
8 43 44
8 29 45
2 5 46
2 10 52
4 50 54
9 4 56
1 11 58
1 48 60
0 34 61
3 28 63
6 15 65
9 62 67
7 41 68
5 64 69
8 39 72
5 17 74
3 38 76
5 26 77
1 24 78
6 53 79
5 47 80
2 73 81
8 75 83
2 49 84
3 55 85
5 59 86
9 71 87
6 57 88
4 51 90
4 70 91
3 1 92
5 93 94
8 22 95
7 89 96
3 14 97
2 82 98
7 32 99

Data set #90
6 36
8 47
2 68
4 98
2 4 13
3 17 28
4 15 32
4 0 34
2 1 39
6 18 41
1 37 45
4 40 46
5 44 48
6 23 51
1 33 52
5 49 53
1 3 55
3 8 56
0 10 57
4 19 58
4 12 60
5 14 61
4 42 62
4 24 63
8 64 65
7 59 67
7 54 69
5 9 70
9 2 71
8 66 72
5 30 75
7 20 76
2 6 78
5 50 80
5 73 81
7 7 82
2 43 83
3 35 84
3 21 85
5 26 86
2 5 87
3 79 88
9 27 89
2 29 90
6 38 91
0 31 92
0 11 93
9 25 94
5 16 95
