Data set #1
4 72 214
5 35 269
6 174 37
7 196 135
8 2 256
9 185 82
10 107 254
11 89 285
12 45 112
13 92 28
14 15 42
15 35 141
16 89 4
17 153 26
18 96 241
19 146 189
20 191 177
21 182 190
22 127 261
23 30 46
24 3 10
25 125 43
26 87 14
27 59 243
28 158 187
29 171 37
30 155 63
31 188 119
32 83 64
33 141 242
34 187 266
35 180 137
36 137 41
37 162 142
38 14 105
39 109 286
40 143 120
41 184 30
42 90 251
43 134 154
44 33 71
45 19 151
46 43 216
47 128 174
48 21 109
49 172 31
50 187 268
51 99 116
52 189 221
53 140 295
54 129 145
55 162 122
56 140 146
57 163 111
58 82 132
59 181 16
60 38 220
61 103 264
62 30 74
63 80 180
64 32 136
65 168 298
66 16 266
67 106 90
68 26 216
69 68 119
70 41 12
71 95 294
72 69 173
73 122 105
74 98 157
75 170 268
76 66 198
77 175 115
78 164 290
79 152 286
80 105 99
81 53 52
82 33 61
83 118 179
84 174 138
85 190 41
86 5 161
87 129 281
88 104 24
89 43 117
90 143 100
91 55 279
92 158 265
93 12 23
94 179 57
95 31 272
96 73 68
97 7 38
98 187 258
99 81 253

Data set #25
0 68 193
1 191 119
2 115 102
3 113 264
4 124 262
5 169 27
6 45 21
7 58 243
8 104 79
9 10 99
10 108 71
11 50 69
12 3 169
13 7 233
14 192 151
15 46 19
16 15 179
17 174 243
18 56 77
19 45 182
20 91 141
21 31 71
22 28 191
23 71 242
24 94 277
25 112 38
26 75 149
27 130 41
28 13 135
29 149 155
30 113 96
31 99 268
32 162 183
33 176 261
34 3 118
35 70 215
36 31 119
37 186 179
38 82 184
39 187 247
40 77 47
41 131 85
42 186 246
43 174 15
44 149 282
45 2 292
46 3 281
47 16 258
48 38 19
49 138 63
50 39 51
51 143 166
52 49 133
53 153 267
54 89 132
55 77 300
56 89 57
57 167 225
58 66 123
59 71 269
60 91 76
61 104 244
62 133 264
63 70 185
64 57 269
65 67 260
66 68 59
67 78 64
68 194 173
69 31 25
70 107 164
71 182 70
72 76 10
73 24 59
74 59 254
75 63 108
76 133 211
77 183 3
78 7 292
79 46 279
80 83 247
81 138 39
82 16 250
83 22 4
84 91 2
85 24 167
86 21 20
87 80 233
88 65 111
89 193 210
90 158 275
91 145 155
92 190 199
93 73 205
94 6 237
95 172 29
96 102 34
97 8 54
98 174 142
99 186 98

Data set #26
0 111 145
1 76 212
2 108 290
3 71 11
4 10 296
5 189 24
6 147 63
7 91 26
8 71 134
9 87 84
10 126 163
11 190 24
12 102 217
13 197 294
14 41 229
15 27 189
16 178 189
17 180 250
18 45 109
19 71 122
20 109 151
21 90 289
22 90 137
23 161 171
24 1 221
25 104 184
26 19 280
27 61 147
28 76 40
29 34 57
30 111 137
31 159 147
32 165 41
33 91 164
34 122 221
35 46 58
36 0 255
37 49 10
38 181 259
39 163 80
40 152 154
41 100 173
42 166 142
43 171 179
44 197 4
45 198 228
46 34 16
47 45 128
48 70 148
49 34 285
50 174 24
51 37 19
52 158 33
53 174 40
54 94 78
55 83 151
56 177 34
57 23 272
58 80 130
59 64 233
60 147 215
61 134 188
62 47 193
63 188 160
64 168 168
65 53 1
66 176 159
67 40 86
68 197 295
69 160 250
70 78 112
71 14 17
72 85 265
73 49 42
74 135 66
75 153 170
76 165 234
77 133 94
78 5 151
79 191 116
80 65 91
81 181 237
82 141 25
83 196 235
84 2 279
85 55 184
86 163 248
87 148 271
88 193 226
89 145 249
90 137 67
91 145 169
92 199 148
93 24 73
94 163 128
95 104 219
96 27 0
97 132 242
98 123 4
99 37 123

Data set #27
0 192 133
1 67 15
2 92 203
3 110 97
4 197 254
5 96 207
6 3 254
7 31 271
8 196 207
9 177 98
10 79 110
11 19 258
12 95 81
13 2 120
14 76 43
15 67 198
16 46 279
17 88 259
18 144 49
19 68 202
20 132 121
21 155 33
22 136 290
23 180 55
24 15 136
25 75 55
26 93 244
27 21 258
28 120 189
29 41 191
30 84 168
31 150 94
32 68 210
33 95 54
34 118 95
35 38 191
36 88 284
37 180 283
38 193 68
39 58 198
40 68 84
41 19 191
42 167 126
43 195 2
44 43 64
45 7 102
46 70 273
47 177 107
48 103 231
49 173 36
50 15 276
51 44 197
52 177 156
53 92 265
54 74 123
55 69 2
56 179 61
57 163 168
58 106 232
59 179 264
60 32 141
61 161 192
62 166 268
63 44 178
64 44 205
65 88 4
66 103 190
67 22 62
68 78 37
69 135 270
70 114 49
71 50 56
72 122 49
73 172 86
74 196 25
75 118 223
76 1 125
77 129 132
78 93 198
79 49 191
80 30 256
81 17 291
82 147 149
83 36 56
84 112 31
85 155 169
86 180 252
87 28 218
88 188 232
89 22 64
90 67 154
91 126 78
92 100 62
93 34 142
94 28 54
95 90 284
96 11 56
97 164 60
98 90 124
99 178 58

Data set #28
0 34 206
1 109 55
2 33 155
3 15 225
4 42 88
5 146 281
6 180 221
7 56 8
8 160 147
9 59 104
10 68 160
11 106 106
12 34 78
13 171 84
14 13 68
15 42 85
16 171 165
17 117 241
18 142 124
19 66 222
20 38 41
21 187 82
22 42 245
23 126 249
24 54 96
25 87 207
26 22 32
27 31 200
28 124 59
29 21 165
30 10 247
31 103 15
32 74 133
33 123 13
34 163 226
35 185 66
36 72 288
37 178 74
38 57 266
39 27 224
40 48 88
41 137 62
42 36 264
43 86 291
44 129 168
45 199 205
46 5 77
47 97 80
48 95 186
49 67 103
50 31 221
51 97 91
52 68 235
53 92 55
54 163 243
55 153 67
56 135 189
57 2 47
58 95 208
59 137 120
60 155 96
61 198 165
62 59 219
63 89 111
64 85 261
65 46 63
66 127 228
67 100 270
68 106 195
69 117 186
70 149 28
71 198 120
72 126 289
73 47 124
74 168 130
75 123 267
76 175 114
77 99 171
78 104 104
79 68 26
80 41 67
81 110 209
82 100 15
83 163 103
84 123 46
85 100 130
86 69 110
87 86 66
88 44 63
89 120 104
90 168 161
91 135 143
92 132 269
93 77 126
94 50 213
95 131 170
96 86 67
97 160 195
98 168 191
99 178 115

Data set #29
0 12 239
1 61 218
2 179 93
3 152 249
4 39 112
5 135 208
6 98 210
7 30 273
8 86 241
9 109 43
10 51 48
11 99 214
12 56 64
13 41 59
14 140 260
15 144 234
16 4 3
17 186 210
18 165 46
19 184 201
20 75 49
21 111 74
22 139 64
23 134 137
24 83 137
25 169 62
26 52 13
27 35 18
28 83 116
29 185 27
30 187 25
31 114 48
32 126 174
33 196 7
34 177 114
35 149 233
36 162 225
37 2 111
38 102 261
39 178 18
40 195 45
41 49 137
42 91 12
43 48 265
44 153 67
45 101 239
46 182 156
47 27 189
48 154 249
49 18 31
50 86 189
51 185 181
52 25 112
53 157 252
54 49 128
55 113 76
56 90 105
57 34 3
58 61 203
59 54 74
60 128 44
61 123 200
62 28 245
63 126 187
64 110 126
65 55 297
66 60 216
67 175 285
68 51 33
69 20 266
70 180 31
71 17 87
72 131 175
73 152 195
74 190 185
75 166 26
76 103 177
77 109 88
78 71 53
79 30 165
80 73 174
81 5 100
82 124 33
83 48 159
84 76 189
85 28 289
86 105 91
87 103 226
88 146 249
89 134 222
90 87 212
91 58 218
92 159 8
93 107 220
94 107 58
95 179 6
96 153 270
97 43 20
98 105 141
99 70 18

Data set #30
0 123 171
1 128 228
2 20 43
3 132 259
4 120 162
5 114 202
6 85 203
7 198 165
8 93 134
9 197 3
10 142 270
11 142 233
12 47 106
13 166 131
14 6 80
15 145 76
16 74 113
17 113 51
18 182 269
19 108 167
20 131 181
21 143 29
22 63 110
23 35 48
24 81 235
25 1 141
26 159 281
27 69 19
28 136 65
29 35 15
30 160 59
31 148 254
32 36 146
33 84 9
34 199 106
35 75 215
36 108 41
37 98 209
38 49 130
39 135 208
40 22 138
41 60 202
42 62 204
43 31 274
44 79 42
45 111 97
46 64 205
47 130 173
48 126 260
49 94 138
50 158 181
51 178 210
52 4 198
53 26 287
54 26 178
55 128 259
56 86 282
57 93 84
58 76 24
59 170 113
60 96 246
61 19 131
62 9 156
63 155 262
64 185 15
65 148 140
66 173 19
67 99 86
68 34 69
69 72 227
70 40 205
71 7 55
72 5 113
73 68 142
74 160 205
75 67 129
76 115 172
77 160 92
78 188 250
79 181 122
80 108 244
81 103 74
82 147 181
83 29 154
84 33 170
85 39 12
86 133 94
87 49 237
88 135 121
89 44 161
90 194 107
91 124 291
92 130 246
93 31 165
94 119 293
95 119 129
96 158 35
97 82 110
98 147 266
99 22 111

Data set #31
0 19 213
1 20 17
2 26 16
3 134 270
4 60 219
5 176 23
6 32 294
7 20 5
8 42 171
9 25 226
10 194 241
11 18 4
12 56 39
13 112 234
14 171 298
15 174 113
16 54 252
17 83 93
18 146 147
19 174 287
20 92 182
21 77 79
22 99 52
23 196 276
24 99 44
25 60 113
26 101 111
27 153 286
28 61 292
29 165 59
30 129 87
31 192 191
32 20 218
33 85 133
34 33 255
35 16 118
36 124 169
37 88 55
38 20 82
39 141 157
40 145 35
41 17 56
42 43 97
43 38 255
44 102 250
45 106 49
46 53 223
47 150 161
48 136 266
49 86 52
50 145 76
51 200 188
52 50 289
53 35 252
54 195 200
55 160 287
56 87 193
57 145 166
58 197 118
59 20 292
60 167 215
61 112 283
62 142 248
63 123 18
64 131 256
65 90 37
66 199 166
67 9 210
68 79 150
69 98 190
70 131 61
71 163 290
72 149 147
73 169 114
74 53 240
75 6 43
76 7 33
77 189 294
78 175 216
79 167 297
80 161 125
81 27 48
82 154 225
83 41 91
84 159 241
85 3 40
86 184 137
87 92 200
88 149 152
89 93 248
90 16 222
91 129 85
92 107 89
93 1 235
94 67 277
95 157 128
96 62 39
97 1 192
98 3 227
99 51 169

Data set #32
0 127 230
1 126 168
2 1 194
3 39 198
4 163 129
5 33 179
6 116 271
7 17 292
8 97 213
9 44 236
10 125 78
11 171 142
12 153 273
13 145 268
14 161 116
15 148 245
16 82 285
17 49 64
18 73 145
19 135 40
20 137 282
21 8 198
22 186 59
23 191 48
24 193 86
25 30 118
26 45 209
27 105 40
28 117 286
29 40 133
30 133 271
31 150 159
32 111 154
33 73 239
34 115 176
35 178 10
36 4 143
37 70 63
38 78 205
39 57 129
40 86 23
41 119 131
42 63 124
43 1 118
44 70 240
45 72 258
46 93 48
47 117 262
48 118 79
49 58 7
50 102 112
51 11 239
52 51 127
53 37 249
54 58 286
55 152 162
56 80 116
57 150 212
58 50 222
59 135 77
60 108 1
61 158 5
62 142 61
63 105 287
64 66 193
65 150 79
66 126 235
67 197 190
68 22 164
69 20 15
70 169 289
71 46 225
72 152 223
73 189 274
74 57 247
75 184 272
76 39 84
77 96 207
78 133 66
79 198 49
80 135 299
81 138 103
82 180 200
83 152 61
84 18 43
85 44 219
86 136 122
87 47 202
88 126 92
89 125 92
90 180 243
91 0 229
92 54 199
93 176 31
94 195 132
95 84 292
96 77 178
97 50 167
98 109 17
99 200 137

Data set #33
0 138 264
1 134 65
2 144 137
3 75 23
4 9 80
5 63 118
6 16 124
7 182 261
8 86 51
9 25 274
10 48 20
11 138 210
12 60 88
13 67 126
14 101 82
15 144 219
16 92 111
17 162 19
18 66 226
19 164 151
20 119 233
21 12 135
22 107 228
23 19 153
24 33 44
25 67 231
26 83 108
27 26 118
28 73 272
29 42 123
30 192 204
31 53 119
32 26 77
33 128 37
34 50 57
35 43 226
36 93 181
37 95 102
38 147 261
39 88 122
40 68 171
41 66 36
42 179 61
43 20 194
44 154 295
45 164 259
46 33 264
47 52 143
48 71 29
49 50 141
50 105 86
51 52 280
52 151 257
53 102 76
54 184 235
55 198 182
56 65 237
57 54 248
58 152 21
59 90 105
60 138 271
61 150 200
62 157 264
63 53 208
64 78 29
65 101 3
66 135 121
67 169 81
68 131 277
69 106 143
70 105 117
71 73 300
72 27 85
73 1 123
74 75 127
75 15 43
76 49 198
77 151 300
78 96 275
79 128 5
80 71 191
81 186 142
82 186 97
83 5 89
84 123 268
85 94 259
86 180 152
87 180 201
88 20 93
89 166 90
90 183 237
91 96 205
92 73 138
93 198 104
94 18 209
95 63 85
96 0 152
97 69 160
98 125 219
99 95 192

Data set #34
0 72 248
1 192 253
2 51 80
3 119 97
4 159 194
5 127 212
6 5 113
7 40 123
8 127 24
9 138 136
10 111 16
11 15 189
12 5 128
13 88 259
14 145 207
15 31 236
16 62 237
17 115 240
18 195 231
19 121 284
20 71 300
21 13 235
22 19 42
23 99 6
24 78 97
25 188 8
26 179 203
27 20 281
28 197 288
29 199 287
30 142 43
31 115 14
32 143 186
33 159 3
34 33 294
35 175 151
36 7 124
37 195 70
38 159 170
39 128 174
40 22 211
41 45 243
42 20 14
43 87 240
44 21 183
45 110 67
46 142 66
47 155 191
48 157 74
49 29 45
50 147 221
51 140 109
52 14 178
53 37 107
54 47 48
55 172 245
56 34 205
57 31 14
58 9 188
59 27 27
60 179 206
61 106 157
62 196 177
63 36 12
64 134 76
65 33 256
66 36 124
67 129 60
68 16 112
69 131 118
70 45 228
71 93 206
72 130 290
73 74 259
74 74 196
75 153 244
76 181 78
77 160 279
78 98 14
79 32 295
80 5 279
81 122 34
82 55 289
83 32 42
84 119 103
85 143 23
86 23 100
87 193 32
88 192 251
89 130 236
90 35 10
91 154 26
92 182 222
93 124 167
94 63 24
95 42 38
96 31 168
97 46 276
98 146 205
99 91 137

Data set #35
0 49 263
1 118 128
2 86 81
3 87 235
4 177 176
5 143 214
6 145 12
7 96 89
8 162 250
9 55 150
10 180 285
11 74 87
12 117 74
13 37 56
14 87 55
15 92 289
16 124 123
17 98 15
18 117 156
19 115 140
20 9 294
21 17 120
22 165 166
23 128 170
24 138 40
25 8 271
26 176 64
27 199 78
28 159 89
29 102 181
30 55 138
31 90 292
32 46 209
33 192 145
34 70 120
35 8 282
36 80 14
37 144 243
38 194 42
39 36 253
40 90 137
41 52 66
42 170 85
43 151 161
44 139 218
45 50 141
46 94 223
47 114 2
48 35 284
49 51 115
50 96 47
51 55 166
52 96 258
53 63 274
54 174 292
55 188 19
56 24 288
57 198 179
58 187 190
59 54 19
60 122 140
61 36 147
62 177 87
63 153 39
64 116 218
65 80 26
66 180 161
67 136 42
68 127 234
69 186 248
70 31 43
71 170 6
72 29 191
73 120 244
74 122 171
75 102 214
76 118 166
77 126 40
78 142 295
79 123 186
80 58 23
81 172 73
82 65 277
83 5 35
84 199 141
85 38 108
86 53 196
87 119 118
88 60 232
89 19 197
90 117 173
91 137 264
92 139 238
93 100 72
94 171 276
95 5 209
96 198 231
97 52 50
98 113 135
99 165 234

Data set #36
0 51 115
1 120 175
2 183 240
3 134 116
4 132 102
5 6 240
6 99 25
7 162 154
8 68 198
9 91 49
10 172 109
11 104 225
12 185 167
13 104 134
14 162 52
15 90 81
16 99 83
17 24 24
18 71 75
19 171 85
20 57 235
21 130 256
22 53 261
23 110 186
24 73 281
25 171 298
26 111 235
27 53 289
28 124 213
29 123 187
30 141 164
31 61 116
32 120 297
33 160 8
34 61 184
35 112 140
36 143 31
37 68 272
38 10 54
39 63 202
40 86 89
41 69 203
42 7 46
43 15 81
44 176 46
45 111 245
46 106 99
47 20 34
48 151 205
49 146 243
50 30 285
51 27 64
52 79 131
53 73 234
54 125 28
55 64 277
56 26 245
57 185 256
58 57 84
59 172 98
60 91 73
61 122 151
62 139 146
63 80 209
64 103 221
65 31 40
66 152 154
67 128 246
68 171 105
69 188 292
70 190 185
71 139 187
72 191 34
73 177 162
74 147 55
75 21 258
76 196 139
77 122 61
78 27 238
79 81 256
80 188 132
81 182 64
82 163 238
83 78 69
84 183 289
85 42 13
86 35 149
87 158 191
88 76 179
89 5 195
90 56 246
91 184 55
92 13 160
93 158 281
94 52 262
95 194 241
96 142 274
97 199 119
98 11 195
99 73 293

Data set #37
0 147 236
1 176 52
2 172 264
3 112 103
4 170 205
5 67 215
6 54 272
7 4 150
8 128 46
9 132 21
10 38 40
11 104 37
12 159 240
13 187 184
14 89 94
15 115 51
16 10 35
17 23 190
18 166 188
19 150 117
20 1 25
21 101 285
22 140 65
23 160 103
24 188 13
25 89 261
26 104 270
27 26 60
28 55 210
29 151 238
30 83 249
31 121 209
32 195 26
33 107 201
34 7 53
35 78 271
36 141 60
37 125 145
38 44 179
39 100 18
40 171 244
41 31 220
42 19 198
43 168 204
44 112 93
45 156 100
46 33 125
47 99 239
48 162 34
49 188 229
50 21 149
51 105 137
52 95 47
53 156 83
54 137 201
55 70 146
56 86 59
57 87 42
58 136 107
59 161 29
60 41 258
61 115 207
62 156 243
63 97 26
64 16 28
65 174 158
66 136 99
67 54 227
68 186 107
69 63 256
70 163 81
71 165 83
72 72 159
73 172 189
74 46 164
75 67 214
76 146 149
77 182 217
78 195 75
79 7 272
80 191 53
81 178 88
82 75 111
83 142 7
84 187 70
85 100 30
86 81 55
87 172 212
88 183 103
89 6 300
90 174 111
91 170 158
92 200 101
93 105 20
94 108 221
95 184 36
96 124 70
97 7 111
98 1 99
99 161 208

Data set #38
0 72 9
1 77 247
2 109 30
3 191 27
4 179 186
5 32 215
6 95 175
7 37 284
8 189 130
9 41 247
10 10 11
11 111 172
12 101 132
13 71 1
14 33 74
15 28 172
16 191 67
17 108 293
18 8 145
19 185 102
20 25 218
21 92 60
22 89 163
23 197 298
24 186 162
25 58 91
26 185 131
27 182 147
28 20 244
29 43 133
30 43 125
31 199 296
32 66 177
33 199 92
34 167 21
35 187 59
36 122 241
37 23 85
38 32 158
39 18 87
40 130 255
41 141 218
42 167 20
43 187 241
44 140 185
45 35 14
46 128 229
47 195 194
48 77 234
49 136 214
50 102 52
51 193 40
52 50 176
53 110 237
54 88 7
55 156 60
56 195 295
57 154 125
58 101 137
59 91 226
60 80 139
61 93 206
62 77 163
63 106 132
64 91 66
65 198 36
66 114 154
67 100 49
68 132 177
69 45 247
70 26 230
71 129 210
72 3 36
73 50 45
74 58 265
75 138 66
76 110 254
77 116 253
78 157 221
79 55 191
80 2 37
81 198 219
82 187 292
83 85 179
84 135 22
85 68 296
86 134 188
87 172 215
88 12 78
89 132 197
90 98 275
91 135 53
92 184 240
93 31 44
94 10 176
95 66 278
96 189 160
97 103 25
98 8 288
99 78 47

Data set #39
0 197 144
1 58 273
2 33 36
3 15 222
4 191 32
5 189 143
6 138 146
7 41 200
8 3 120
9 137 46
10 56 130
11 105 199
12 31 222
13 137 142
14 156 164
15 42 83
16 113 283
17 12 141
18 86 287
19 171 138
20 167 291
21 74 48
22 124 285
23 14 151
24 88 259
25 176 148
26 192 157
27 190 241
28 102 98
29 96 292
30 11 294
31 2 35
32 103 290
33 178 203
34 183 215
35 130 192
36 18 53
37 6 69
38 178 247
39 148 23
40 62 108
41 86 290
42 199 218
43 107 86
44 103 181
45 146 30
46 109 144
47 111 129
48 129 296
49 139 201
50 7 96
51 177 3
52 30 16
53 47 176
54 146 150
55 96 27
56 7 121
57 25 20
58 39 179
59 62 251
60 62 298
61 12 189
62 82 142
63 112 189
64 186 87
65 180 186
66 40 144
67 68 170
68 29 131
69 188 238
70 192 215
71 52 102
72 147 248
73 72 298
74 81 282
75 58 298
76 194 277
77 40 239
78 84 234
79 126 133
80 98 179
81 12 241
82 178 39
83 87 145
84 25 151
85 163 175
86 107 115
87 109 81
88 30 88
89 87 59
90 169 46
91 43 121
92 126 245
93 164 247
94 147 211
95 58 208
96 125 139
97 171 142
98 177 214
99 189 51

Data set #40
0 38 201
1 43 46
2 116 296
3 26 142
4 107 230
5 79 45
6 192 177
7 172 275
8 150 85
9 8 250
10 156 131
11 120 144
12 132 123
13 60 136
14 91 262
15 14 155
16 199 95
17 36 103
18 43 52
19 15 125
20 24 258
21 187 66
22 95 46
23 112 264
24 139 195
25 85 160
26 189 241
27 192 152
28 178 182
29 161 180
30 96 20
31 93 298
32 28 240
33 143 122
34 183 93
35 62 151
36 117 203
37 16 143
38 153 24
39 87 57
40 173 161
41 105 140
42 16 114
43 23 223
44 197 140
45 45 88
46 90 47
47 159 167
48 23 128
49 95 114
50 104 22
51 40 128
52 106 51
53 109 174
54 62 139
55 125 244
56 161 71
57 165 186
58 32 90
59 141 295
60 28 153
61 154 10
62 71 44
63 190 5
64 33 183
65 172 154
66 55 234
67 87 185
68 36 166
69 98 198
70 116 7
71 153 237
72 79 109
73 185 207
74 43 245
75 193 184
76 37 141
77 52 172
78 20 5
79 66 289
80 196 84
81 94 236
82 81 299
83 137 120
84 132 112
85 11 282
86 67 9
87 24 55
88 34 43
89 185 102
90 19 227
91 14 37
92 94 285
93 70 216
94 131 67
95 23 27
96 109 126
97 139 227
98 96 30
99 162 10

Data set #41
0 26 282
1 130 9
2 87 54
3 40 97
4 141 87
5 123 108
6 170 246
7 144 252
8 109 274
9 32 127
10 30 209
11 170 202
12 181 31
13 117 55
14 174 45
15 195 290
16 126 5
17 98 147
18 77 175
19 24 174
20 186 63
21 41 42
22 193 20
23 19 177
24 166 162
25 195 242
26 105 120
27 131 101
28 160 20
29 28 66
30 15 98
31 99 288
32 194 274
33 152 86
34 174 172
35 148 209
36 132 186
37 188 106
38 70 73
39 171 182
40 113 262
41 121 270
42 47 49
43 90 272
44 29 58
45 52 40
46 81 36
47 42 206
48 91 174
49 75 192
50 80 85
51 50 11
52 6 35
53 196 71
54 117 269
55 0 30
56 182 275
57 189 274
58 166 45
59 75 34
60 5 131
61 182 162
62 156 65
63 42 221
64 124 283
65 132 93
66 90 84
67 90 114
68 150 159
69 9 296
70 63 45
71 132 179
72 65 154
73 83 198
74 94 32
75 84 167
76 196 75
77 132 123
78 45 20
79 134 40
80 49 173
81 123 30
82 107 27
83 151 277
84 30 230
85 55 114
86 95 170
87 128 20
88 46 280
89 186 111
90 186 296
91 131 288
92 62 65
93 102 147
94 45 10
95 144 144
96 119 213
97 15 203
98 58 123
99 47 68

Data set #42
0 79 278
1 92 274
2 59 43
3 191 224
4 83 216
5 93 281
6 73 203
7 161 83
8 14 143
9 14 146
10 79 292
11 116 45
12 133 128
13 181 288
14 47 181
15 93 193
16 132 224
17 151 205
18 5 105
19 131 18
20 95 209
21 155 181
22 80 248
23 195 283
24 119 198
25 26 263
26 88 247
27 164 1
28 20 233
29 59 202
30 9 235
31 103 143
32 141 52
33 9 268
34 130 208
35 171 89
36 155 1
37 102 118
38 31 75
39 181 141
40 77 25
41 115 129
42 84 197
43 69 292
44 39 172
45 15 52
46 110 103
47 45 113
48 123 34
49 166 172
50 191 166
51 132 17
52 99 65
53 100 143
54 55 272
55 79 264
56 4 249
57 74 160
58 169 37
59 86 300
60 50 119
61 128 285
62 8 295
63 92 7
64 68 296
65 140 123
66 166 276
67 111 6
68 192 83
69 43 37
70 105 116
71 116 192
72 65 211
73 20 66
74 189 197
75 112 9
76 21 209
77 87 153
78 117 63
79 74 205
80 76 33
81 135 155
82 144 278
83 198 205
84 151 138
85 94 21
86 133 17
87 195 246
88 74 130
89 96 153
90 79 99
91 133 251
92 186 52
93 39 231
94 45 50
95 49 179
96 127 279
97 52 53
98 127 83
99 89 71

Data set #43
0 132 104
1 83 130
2 23 175
3 0 271
4 198 70
5 185 36
6 103 192
7 90 29
8 35 273
9 45 31
10 11 290
11 133 155
12 169 43
13 106 214
14 71 254
15 58 204
16 135 192
17 16 235
18 45 56
19 139 247
20 62 44
21 150 155
22 67 5
23 40 205
24 132 96
25 108 203
26 166 201
27 160 268
28 22 18
29 141 199
30 4 148
31 37 31
32 143 63
33 28 224
34 83 232
35 176 177
36 38 270
37 74 238
38 180 60
39 175 250
40 200 248
41 122 233
42 56 288
43 1 193
44 120 152
45 139 115
46 117 196
47 176 259
48 186 180
49 83 286
50 32 292
51 113 2
52 82 253
53 119 278
54 10 126
55 198 224
56 110 70
57 92 132
58 98 90
59 35 189
60 16 254
61 99 37
62 70 23
63 197 61
64 75 273
65 178 194
66 160 22
67 154 11
68 140 274
69 155 9
70 46 24
71 59 5
72 27 70
73 147 44
74 119 166
75 105 143
76 35 245
77 149 227
78 146 121
79 120 247
80 1 97
81 57 276
82 88 207
83 172 164
84 8 75
85 77 61
86 108 250
87 198 160
88 141 109
89 3 45
90 152 187
91 5 272
92 86 292
93 11 31
94 23 189
95 165 151
96 143 190
97 184 43
98 20 177
99 49 273

Data set #44
0 118 292
1 103 1
2 127 98
3 51 250
4 87 98
5 159 85
6 84 198
7 109 147
8 94 105
9 145 22
10 23 89
11 24 83
12 7 203
13 173 109
14 18 119
15 96 292
16 150 219
17 149 106
18 102 72
19 23 105
20 175 125
21 95 216
22 184 237
23 156 68
24 98 251
25 70 30
26 159 285
27 57 87
28 106 236
29 158 172
30 111 234
31 42 3
32 73 49
33 9 17
34 179 274
35 49 104
36 181 53
37 82 12
38 41 24
39 132 26
40 92 84
41 76 95
42 142 128
43 56 266
44 21 159
45 188 233
46 141 186
47 174 57
48 22 177
49 141 168
50 186 168
51 31 147
52 183 234
53 54 7
54 38 162
55 195 211
56 99 150
57 181 28
58 177 102
59 118 112
60 54 202
61 57 150
62 117 180
63 182 265
64 22 175
65 110 237
66 20 33
67 47 242
68 143 80
69 165 82
70 7 227
71 45 296
72 177 43
73 121 79
74 109 209
75 173 147
76 23 181
77 1 277
78 51 21
79 116 71
80 28 280
81 115 40
82 56 51
83 180 22
84 99 75
85 69 55
86 60 121
87 162 3
88 185 163
89 46 13
90 42 181
91 33 200
92 89 0
93 199 90
94 74 264
95 129 259
96 146 38
97 134 249
98 127 282
99 22 159

Data set #45
0 196 19
1 103 285
2 181 227
3 175 217
4 91 76
5 78 228
6 183 275
7 158 127
8 182 115
9 111 63
10 106 245
11 50 126
12 99 107
13 96 39
14 3 7
15 179 2
16 161 186
17 151 107
18 12 282
19 163 34
20 118 29
21 17 96
22 66 174
23 199 132
24 192 176
25 125 277
26 194 106
27 27 112
28 38 289
29 170 163
30 114 146
31 54 172
32 110 193
33 88 299
34 50 227
35 76 149
36 80 77
37 148 26
38 147 272
39 64 174
40 139 217
41 149 297
42 187 291
43 144 51
44 90 199
45 165 191
46 131 166
47 110 107
48 75 154
49 109 170
50 73 241
51 184 131
52 77 186
53 84 216
54 156 145
55 138 95
56 40 48
57 127 58
58 184 77
59 185 172
60 145 208
61 31 89
62 7 5
63 38 174
64 83 166
65 71 17
66 162 252
67 154 225
68 111 207
69 108 177
70 45 150
71 27 286
72 18 262
73 121 123
74 81 206
75 198 80
76 163 106
77 58 20
78 137 229
79 156 44
80 169 20
81 147 121
82 194 257
83 163 105
84 7 281
85 156 191
86 102 272
87 175 205
88 188 83
89 52 34
90 194 244
91 76 74
92 40 150
93 58 186
94 137 9
95 174 234
96 182 220
97 15 126
98 109 1
99 34 149

Data set #46
0 154 87
1 180 138
2 87 158
3 123 130
4 82 251
5 127 122
6 136 208
7 192 170
8 173 53
9 57 71
10 100 129
11 25 191
12 106 107
13 188 169
14 102 155
15 118 104
16 182 276
17 34 57
18 60 242
19 98 291
20 151 298
21 42 253
22 96 185
23 64 237
24 39 252
25 91 136
26 143 71
27 81 144
28 104 219
29 8 162
30 77 27
31 133 165
32 103 100
33 0 130
34 80 158
35 194 95
36 85 165
37 39 118
38 65 30
39 147 74
40 74 11
41 109 107
42 96 272
43 163 299
44 48 139
45 102 269
46 7 22
47 159 267
48 4 88
49 147 299
50 184 122
51 51 156
52 99 192
53 136 158
54 10 149
55 112 15
56 106 164
57 179 234
58 83 68
59 99 52
60 104 219
61 92 200
62 185 98
63 73 116
64 193 69
65 181 159
66 33 286
67 46 285
68 32 172
69 35 207
70 13 80
71 149 159
72 62 105
73 124 296
74 97 23
75 44 184
76 146 222
77 193 46
78 34 130
79 140 199
80 161 293
81 132 38
82 27 39
83 187 135
84 67 245
85 68 22
86 130 185
87 8 250
88 51 20
89 18 273
90 101 107
91 133 48
92 69 229
93 57 40
94 166 288
95 35 253
96 185 58
97 183 209
98 3 292
99 112 12

Data set #47
0 162 100
1 2 235
2 38 193
3 117 109
4 163 108
5 33 52
6 7 178
7 8 17
8 3 256
